"Meetnet";"ID";"IDPlots";"Date";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"VoorwaardeID";"Combinatie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1988;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"4,64290125697504";">=";"25";FALSE;2197;"2197";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;72;"72";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"3,96013333333333";">=";"30";FALSE;115;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"3";">";"10";FALSE;509;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"22";"<";"40";TRUE;1060;"1060";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"13";">=";"4";TRUE;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1889;"1889";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;173;"173";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"4";">=";"3";TRUE;242;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1990;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"4,64290125697504";">=";"25";FALSE;2199;"2199";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;70;"70";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"2";">=";"7";FALSE;502;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"3,97333333333334";">=";"30";FALSE;111;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"t";">=";"B";FALSE;1203;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"kb";"<=";"ZS";FALSE;931;"931";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112611250722";"ZSCPQ150";"2013-09-19";"91E0";"91E0_sf";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"23,56";"<=";"50";TRUE;1639;"1639";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"19";">=";"4";TRUE;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";TRUE;1899;"1899";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;139;"139";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";TRUE;223;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1988;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";TRUE;2197;"2197";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;72;"72";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"3,31111111111112";">=";"30";FALSE;115;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"2";">";"10";FALSE;509;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"61,192";"<";"40";FALSE;1060;"1060";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"19";">=";"4";TRUE;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";TRUE;1889;"1889";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;173;"173";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";TRUE;242;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1990;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";TRUE;2199;"2199";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;70;"70";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"1";">=";"7";FALSE;502;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"1,11111111111111";">=";"30";FALSE;111;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"s";">=";"B";FALSE;1203;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"kb";"<=";"ZS";FALSE;931;"931";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612101728";"ZSCPQ131";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"61,192";"<=";"50";FALSE;1639;"1639";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"13";">=";"4";TRUE;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";TRUE;1899;"1899";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;139;"139";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";TRUE;223;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1988;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"1,86627952735";">=";"25";FALSE;2197;"2197";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;72;"72";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"100";">=";"30";TRUE;115;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"1";">";"10";FALSE;509;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"1";"<";"40";TRUE;1060;"1060";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"13";">=";"4";TRUE;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";TRUE;1889;"1889";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;173;"173";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";TRUE;242;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";TRUE;1990;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"1,86627952735";">=";"25";FALSE;2199;"2199";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;70;"70";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"1";">=";"7";FALSE;502;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"100";">=";"30";TRUE;111;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"s";">=";"B";FALSE;1203;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"s";"<=";"ZS";FALSE;931;"931";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"1";"<=";"50";TRUE;1639;"1639";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";NA;">=";"4";NA;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1899;"1899";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;139;"139";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"1";">=";"3";FALSE;223;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"0";">=";"1";FALSE;1988;"223 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";TRUE;2197;"2197";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;72;"72";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"9,78532666666667";">=";"30";FALSE;115;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"4";">";"10";FALSE;509;"115 AND 509";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"60,4";"<";"40";FALSE;1060;"1060";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";NA;">=";"4";NA;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1889;"1889";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";FALSE;173;"173";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"1";">=";"3";FALSE;242;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"0";">=";"1";FALSE;1990;"242 OR 1990";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";TRUE;2199;"2199";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;70;"70";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";TRUE;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"2";">=";"7";FALSE;502;"1203 OR (502 AND 111)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
