"Meetnet";"Periode";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Phab";"Versie";"Criterium";"Indicator";"Belang";"Status_indicator";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";FALSE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";2;"VBI138097_2";138097;"9120";"9120";100;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";0,82;66,6438016528926;0,891002062675853
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"vergrassing";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";1;"VBI138098_1";138098;"9120";"9120";100;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"vergrassing";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI138098_2";138098;"9120";"9120";100;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Structuur";"verticale structuur";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Verstoring";"invasieve exoten";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Verstoring";"vergrassing";"zb";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Structuur";"verticale structuur";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";FALSE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";2;"VBI142137_2";142137;"9120";"9120";100;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"vergrassing";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";1;"VBI144048_1";144048;"9120";"9120";70;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"vergrassing";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 2.0";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;61,3330985915493;1
"VBI";2;"VBI144048_2";144048;"9120";"9120";70;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;61,3330985915493;1
